Company,Location_HQ,Industry,Percentage,Date,Source,Funds_Raised,Stage,Date_Added,Country,Laid_Off_Count,List_of_Employees_Laid_Off
Postscript,SF Bay Area,Marketing,,2022-06-26,https://twitter.com/ringmybeller/status/1541154423065427972,106.0,Series C,2022-06-25 16:34:05,United States,43,Unknown
Bitpanda,Vienna,Crypto,0.27,2022-06-24,https://brutkasten.com/bitpanda-kuendigungen/,546.0,Series C,2022-06-24 16:27:26,Austria,270,Unknown
Sunday,Atlanta,Finance,0.23,2022-06-24,https://www.lesechos.fr/start-up/ecosysteme/la-fintech-sunday-coupe-dans-ses-effectifs-1415671,124.0,Series A,2022-06-28 04:23:32,United States,90,Unknown
Bestow,Dallas,Finance,0.14,2022-06-24,https://coverager.com/layoffs-at-bestow/,137.0,Series C,2022-06-27 23:53:17,United States,41,Unknown
Ethos Life,SF Bay Area,Finance,0.12,2022-06-24,https://www.coverager.com/ethos-lays-off-40-employees/,406.0,Series D,2022-06-26 02:39:42,United States,40,Unknown
Feather,New York City,Retail,,2022-06-24,Internal memo,76.0,Unknown,2022-06-25 00:19:35,United States,,Unknown
Give Legacy,Boston,Healthcare,,2022-06-24,https://www.bizjournals.com/boston/news/2022/06/24/male-fertility-startup-legacy-layoffs.html,45.0,Series B,2022-07-20 03:35:38,United States,,Unknown
Netflix,SF Bay Area,Media,0.03,2022-06-23,https://www.cnbc.com/2022/06/23/netflix-lays-off-300-more-employees-as-revenue-growth-continues-to-slow.html,121900.0,Post-IPO,2022-06-23 19:35:36,United States,300,Unknown
Aura,Boston,Security,0.09,2022-06-23,https://www.bankinfosecurity.com/aura-lays-off-70-staff-after-raising-350m-over-past-year-a-19448,500.0,Series F,2022-06-25 23:05:37,United States,70,Unknown
Pipl,Spokane,Security,0.13,2022-06-23,https://en.globes.co.il/en/article-fake-profile-finder-pipl-firing-22-hiring-50-1001416113,19.0,Unknown,2022-06-23 14:59:19,United States,22,Unknown
Vouch,SF Bay Area,Finance,0.07,2022-06-23,Internal memo,159.0,Series C,2022-06-23 23:48:04,United States,15,Unknown
Voyage SMS,Los Angeles,Marketing,0.13,2022-06-23,https://dot.la/voyage-fires-staffers-downturn-continues-2657548730.html,10.0,Unknown,2022-06-30 02:58:16,United States,8,Unknown
Esper,Seattle,Other,0.12,2022-06-23,https://www.geekwire.com/2022/seattle-startup-esper-cuts-12-of-staff-citing-current-economic-climate-as-tech-layoffs-continue/,10.0,Series A,2022-06-23 18:45:10,United States,,Unknown
Kune,Nairobi,Food,1.0,2022-06-23,https://www.linkedin.com/posts/robinreecht_sad-day-kune-food-closed-down-today-since-activity-6945419207807221760-p9K6/,1.0,Seed,2022-06-23 15:01:11,Kenya,,Unknown
Mark43,New York City,Other,,2022-06-23,https://www.linkedin.com/news/story/police-tech-startup-cuts-staff-5904746/,229.0,Series E,2022-06-23 17:21:35,United States,,Unknown
Orchard,New York City,Real Estate,0.1,2022-06-23,https://www.linkedin.com/posts/orchardhomes_it-is-with-a-lot-of-sadness-that-we-share-activity-6945830698826027008-_3y5/,472.0,Series D,2022-06-23 22:28:14,United States,,Unknown
Ro,New York City,Healthcare,0.18,2022-06-23,https://techcrunch.com/2022/06/23/ro-cuts-18-of-staff-despite-narrowing-focus-raising-additional-capital/,1000.0,Unknown,2022-06-23 21:53:13,United States,,Unknown
StreamElements,Tel Aviv,Media,0.2,2022-06-23,https://esportsinsider.com/2022/06/streamelements-restructures-20-percent-workforce/,111.0,Series B,2022-06-24 18:01:32,Israel,,Unknown
MasterClass,SF Bay Area,Education,0.2,2022-06-22,https://techcrunch.com/2022/06/22/masterclass-cuts-20-of-600-person-staff-to-get-to-self-sustainability-faster/,461.0,Series E,2022-06-23 03:57:08,United States,120,Unknown
IronNet,Washington D.C.,Security,0.35000000000000003,2022-06-22,https://www.crn.com/news/security/ironnet-lays-off-35-percent-of-staff-raises-going-concern-red-flag,410.0,Post-IPO,2022-09-17 14:34:04,United States,90,Unknown
Bungalow,SF Bay Area,Real Estate,,2022-06-22,Internal memo,171.0,Series C,2022-06-23 04:10:48,United States,70,Unknown
IronNet,Washington D.C.,Security,0.17,2022-06-22,https://ir.ironnet.com/financials/all-sec-filings##document-520-0001193125-22-180852-1,410.0,Post-IPO,2022-06-25 00:16:32,United States,55,Unknown
Sprinklr,New York City,Support,,2022-06-22,https://www.businessinsider.com/sprinklr-layoff-marketing-department-martech-2022-7,429.0,Post-IPO,2022-06-26 02:41:14,United States,50,Unknown
Superpedestrian,Boston,Transportation,0.07,2022-06-22,https://techcrunch.com/2022/06/22/superpedestrian-voi-among-the-latest-micromobility-layoffs/,261.0,Series C,2022-06-23 04:01:42,United States,35,Unknown
Voi,Stockholm,Transportation,0.1,2022-06-22,https://www.voiscooters.com/blog/increased-focus-on-profitability/,515.0,Series D,2022-06-23 03:58:30,United States,35,Unknown
Balto,St. Louis,Sales,,2022-06-22,https://www.bizjournals.com/stlouis/inno/stories/news/2022/06/22/software-startup-balto-lays-off-about-30-employees.html,51.0,Series B,2022-06-23 04:13:07,United States,30,Unknown
Ritual,Toronto,Food,0.16,2022-06-22,https://www.linkedin.com/feed/update/urn:li:activity:6945414597742903297/,134.0,Series C,2022-06-23 04:03:46,Canada,23,Unknown
Mindgeek,Luxembourg,Media,,2022-06-22,https://variety.com/2022/digital/news/pornhub-layoffs-nonconsensual-sex-videos-1235300666/,,Unknown,2022-06-26 23:51:31,Luxembourg,,Unknown
Voly,Sydney,Food,0.5,2022-06-22,https://www.smh.com.au/business/entrepreneurship/grocery-delivery-startup-voly-slashes-operations-as-tech-sector-slumps-20220620-p5av60.html,13.0,Seed,2022-06-23 04:15:27,Australia,,Unknown
Ebanx,Curitiba,Finance,0.2,2022-06-21,https://www.reuters.com/technology/brazils-ebanx-lays-off-20-employees-cuts-sweep-tech-sector-2022-06-21/,460.0,Series B,2022-06-22 03:39:31,Brazil,340,Unknown
TaskUs,Los Angeles,Support,0.0,2022-06-21,Internal memo,279.0,Post-IPO,2022-06-22 03:58:25,United States,52,Unknown
Community,Los Angeles,Marketing,0.3,2022-06-21,https://www.businessinsider.com/creator-celeb-text-messaging-platform-community-has-layoffs-2022-6,40.0,Unknown,2022-06-22 03:44:30,United States,40,Unknown
Sourcegraph,SF Bay Area,Product,0.08,2022-06-21,https://newsletter.pragmaticengineer.com/p/the-scoop-15,248.0,Series D,2022-06-23 20:59:56,United States,24,Unknown
Frubana,Bogota,Food,0.03,2022-06-21,https://www.bloomberglinea.com/english/ebanx-frubana-layoff-staff-as-latam-startups-feel-market-backdrop/,202.0,Series C,2022-06-22 04:07:20,Colombia,,Unknown
SuperLearn,Bengaluru,Education,1.0,2022-06-21,https://inc42.com/buzz/another-edtech-startup-bites-the-dust-bengaluru-based-superlearn-shuts-shop/,0.0,Seed,2022-06-22 03:36:06,India,,Unknown
Tray.io,SF Bay Area,Data,0.1,2022-06-21,Internal memo,109.0,Series C,2022-06-22 03:46:41,United States,,Unknown
Bybit,Singapore,Crypto,0.3,2022-06-20,https://techcrunch.com/2022/06/20/bybit-crypto-exchange-joins-the-the-list-of-companies-cutting-staff/,,Unknown,2022-06-22 03:41:17,Singapore,600,Unknown
SummerBio,SF Bay Area,Healthcare,1.0,2022-06-20,https://www.bizjournals.com/sanfrancisco/inno/stories/news/2022/06/20/covid-testing-startup-summerbio-is-cutting-jobs.html,7.0,Unknown,2022-06-22 03:34:01,United States,101,Unknown
Trax,Singapore,Retail,0.12,2022-06-20,https://en.globes.co.il/en/article-retail-analytics-co-trax-laying-off-over-100-1001415644,1000.0,Series E,2022-06-21 03:18:53,Singapore,100,Unknown
Aqgromalin,Chennai,Food,0.3,2022-06-20,https://inc42.com/buzz/exclusive-sequoia-backed-aqgromalin-lays-off-30-workforce/,12.0,Unknown,2022-06-21 03:31:03,India,80,Unknown
Bonsai,Toronto,Retail,0.55,2022-06-20,https://betakit.com/torontos-bonsai-lays-off-staff-for-second-time-in-two-months/,27.0,Series A,2022-06-21 03:21:24,Canada,30,Unknown
Brighte,Sydney,Energy,0.15,2022-06-20,https://www.startupdaily.net/topic/fintech/renewables-fintech-brighte-powers-down-shedding-15-of-its-team/,145.0,Series C,2022-06-21 03:34:28,Australia,30,Unknown
Buzzer,New York City,Media,0.2,2022-06-20,https://www.sportico.com/business/tech/2022/buzzer-layoffs-20-million-funding-1234679187/,32.0,Unknown,2022-06-22 03:43:08,United States,,Unknown
Bybit,Singapore,Crypto,,2022-06-20,https://twitter.com/WuBlockchain/status/1538807715861962752,,Unknown,2022-12-04 23:06:09,Singapore,,Unknown
CityMall,Gurugram,Retail,0.3,2022-06-19,https://techcrunch.com/2022/06/19/indias-citymall-cuts-191-jobs-following-75-million-fundraise-in-late-march/,112.0,Series C,2022-06-19 18:38:54,India,191,Unknown
BitOasis,Dubai,Crypto,0.05,2022-06-19,https://www.reuters.com/markets/rates-bonds/middle-east-focused-crypto-firm-bitoasis-cuts-jobs-amid-sector-turmoil-2022-06-19/,30.0,Series B,2022-06-21 03:32:42,United Arab Emirates,9,Unknown
Unacademy,Bengaluru,Education,0.03,2022-06-18,https://www.moneycontrol.com/news/business/startup/softbank-backed-unacademy-lays-off-another-150-employees-8703281.html,838.0,Series H,2022-06-19 17:09:34,India,150,Unknown
Bytedance,Shanghai,Consumer,,2022-06-17,https://www.bloomberg.com/news/articles/2022-06-17/bytedance-disbands-shanghai-games-studio-in-expansion-setback#xj4y7vzkg,9400.0,Unknown,2022-06-17 16:28:13,China,150,Unknown
Socure,Reno,Finance,0.13,2022-06-17,https://www.forbes.com/sites/jeffkauflin/2022/06/17/high-flying-unicorn-socure-lays-off-13-of-staff-as-troubles-in-fintech-spread/?sh=527a320b606c,646.0,Series E,2022-06-18 20:20:17,United States,69,Unknown
Finite State,Columbus,Security,0.2,2022-06-17,https://www.bizjournals.com/columbus/inno/stories/news/2022/06/17/startup-finite-state-layoffs.html,49.0,Series B,2022-06-18 16:20:59,United States,16,Unknown
JOKR,New York City,Food,0.05,2022-06-16,https://techcrunch.com/2022/06/16/jokr-grocery-delivery-leaving-us-latin-america/,430.0,Series B,2022-06-19 18:40:46,United States,50,Unknown
Zumper,SF Bay Area,Real Estate,0.15,2022-06-16,https://therealdeal.com/2022/06/16/zumper-slashes-15-of-staff/,178.0,Series D,2022-06-16 15:31:29,United States,45,Unknown
PharmEasy,Mumbai,Healthcare,,2022-06-16,https://inc42.com/buzz/ipo-bound-pharmeasy-lays-off-40-employees-from-docon/,1600.0,Unknown,2022-06-17 03:06:34,India,40,Unknown
Circulo Health,Columbus,Healthcare,0.5,2022-06-16,https://www.axios.com/pro/health-tech-deals/2022/06/16/circulo-health-layoffs,50.0,Series A,2022-06-17 21:41:35,United States,,Unknown
Swappie,Helsinki,Retail,0.17,2022-06-15,https://swappie.com/fi/blogi/viesti-swappien-toimitusjohtajalta/,169.0,Series C,2022-06-15 23:03:52,Finland,250,Unknown
Wealthsimple,Toronto,Finance,0.13,2022-06-15,https://www.piquenewsmagazine.com/national-business/wealthsimple-to-layoff-13-of-staff-amid-market-volatility-5481248,900.0,Unknown,2022-06-15 16:52:33,Canada,159,Unknown
Weee!,SF Bay Area,Food,0.1,2022-06-15,https://www.businessinsider.com/softbank-backed-grocer-weee-laid-off-10-percent-of-its-staff-amid-a-slowdown-in-online-grocery-2022-6,863.0,Series E,2022-06-19 17:18:46,United States,150,Unknown
Notarize,Boston,Legal,0.25,2022-06-15,https://www.bizjournals.com/boston/news/2022/06/15/notarize-cuts-25-of-staff-in-latest-tech-layoff.html,213.0,Series D,2022-06-16 02:44:57,United States,110,Unknown
Elementor,Tel Aviv,Media,0.15,2022-06-15,https://en.globes.co.il/en/article-elementor-begins-laying-off-15-of-workforce-1001415176,65.0,Unknown,2022-06-15 22:59:42,Israel,60,Unknown
Tonkean,SF Bay Area,Other,0.23,2022-06-15,https://www.themarker.com/technation/ty-article/.premium/00000181-6871-dedd-ab9f-e9ff49480000,83.0,Series B,2022-06-15 23:19:03,United States,23,Unknown
Airtame,Copenhagen,Consumer,,2022-06-15,Internal memo,7.0,Unknown,2022-06-16 04:08:41,Denmark,15,Unknown
OpenWeb,Tel Aviv,Media,0.05,2022-06-15,https://en.globes.co.il/en/article-openweb-announces-streamlining-plan-including-layoffs-1001415224,223.0,Series E,2022-06-15 22:17:08,Israel,14,Unknown
Swyft,Toronto,Logistics,0.3,2022-06-15,https://www.theglobeandmail.com/business/technology/article-shopify-backed-ecommerce-delivery-startup-swyft-latest-canadian-tech/,20.0,Series A,2022-06-15 15:15:38,Canada,10,Unknown
Crehana,Lima,Education,,2022-06-15,https://www.bloomberglinea.com/2022/06/15/crehana-confirma-que-hizo-despidos-pero-desliga-la-decision-a-crisis-de-startups/,93.0,Series B,2022-06-22 04:05:22,Peru,,Unknown
JetClosing,Seattle,Real Estate,1.0,2022-06-15,https://www.geekwire.com/2022/seattle-startup-jetclosing-which-launched-in-2016-to-digitize-home-closing-process-is-shutting-down/,44.0,Series B,2022-08-02 03:47:02,United States,,Unknown
Coinbase,SF Bay Area,Crypto,0.18,2022-06-14,https://www.cnbc.com/2022/06/14/coinbase-lays-off-18percent-as-execs-prepare-for-recession-crypto-winter.html,549.0,Post-IPO,2022-06-14 14:26:40,United States,1100,Unknown
Redfin,Seattle,Real Estate,0.08,2022-06-14,https://www.streetinsider.com/dr/news.php?id=20212223&gfv=1,319.0,Post-IPO,2022-06-14 16:40:23,United States,470,Unknown
Compass,New York City,Real Estate,0.1,2022-06-14,https://www.bloomberg.com/news/articles/2022-06-14/compass-to-cut-about-10-of-workforce-amid-us-housing-slowdown#xj4y7vzkg,1600.0,Post-IPO,2022-06-14 16:41:15,United States,450,Unknown
Sami,Sao Paulo,Healthcare,0.15,2022-06-14,https://braziljournal.com/sami-demite-15-para-conter-queima-de-caixa/,36.0,Unknown,2022-06-14 21:58:47,Brazil,75,Unknown
Breathe,New Delhi,Healthcare,0.33,2022-06-14,https://inc42.com/buzz/accel-backed-breathe-well-being-lays-off-50-employees/,6.0,Series A,2022-06-16 02:53:53,India,50,Unknown
Hunty,Bogota,HR,,2022-06-14,https://www.bloomberglinea.com/english/colombian-startups-addi-hunty-confirm-layoffs-as-merqueo-exits-mexico,6.0,Seed,2022-06-15 14:27:17,Colombia,30,Unknown
TIFIN,Boulder,Crypto,0.1,2022-06-14,https://www.axios.com/pro/fintech-deals/2022/06/14/coinbases-layoffs-hiring-freeze,204.0,Series D,2022-06-15 14:46:13,United States,24,Unknown
Addi,Bogota,Finance,,2022-06-14,https://www.bloomberglinea.com/english/colombian-startups-addi-hunty-confirm-layoffs-as-merqueo-exits-mexico,376.0,Series C,2022-06-15 14:26:14,Colombia,,Unknown
Shopee,Singapore,Food,,2022-06-14,https://asia.nikkei.com/Spotlight/DealStreetAsia/Sea-s-e-commerce-arm-Shopee-to-cut-staff-across-Southeast-Asia,,Unknown,2022-06-14 14:56:27,Singapore,,Unknown
BlockFi,New York City,Crypto,0.2,2022-06-13,https://blockfi.com/a-message-from-our-founders,1000.0,Series E,2022-06-13 16:19:56,United States,250,Unknown
Wave Sports and Entertainment,Los Angeles,Media,0.33,2022-06-13,https://dot.la/wave-sports-entertainment-layoffs-2657504206.html,65.0,Series B,2022-06-16 02:55:47,United States,56,Unknown
Studio,SF Bay Area,Education,0.4,2022-06-13,Internal memo,50.0,Series B,2022-06-14 14:48:08,United States,33,Unknown
Automox,Boulder,Infrastructure,,2022-06-13,https://www.linkedin.com/posts/automox_today-due-to-the-broader-economic-climate-activity-6942147336605233152-S-xy/,152.0,Series C,2022-06-14 14:50:22,United States,,Unknown
Desktop Metal,Boston,Other,0.12,2022-06-13,https://www.marketwatch.com/amp/story/desktop-metal-to-lay-off-about-12-of-workforce-271655121739,811.0,Post-IPO,2022-06-13 16:23:46,United States,,Unknown
Crypto.com,Singapore,Crypto,0.05,2022-06-10,https://blockworks.co/crypto-com-cutting-5-of-workforce-amid-digital-asset-downturn/,156.0,Unknown,2022-06-11 16:06:48,Singapore,260,Unknown
FarEye,New Delhi,Logistics,0.3,2022-06-10,https://inc42.com/buzz/exclusive-dragoneer-backed-fareye-lays-off-250-employees/,150.0,Series E,2022-06-10 18:55:02,India,250,Unknown
Berlin Brands Group,Berlin,Retail,0.1,2022-06-10,https://www.startbase.com/news/berlin-brands-group-entlaesst-fast-100-mitarbeiter/,1000.0,Unknown,2022-06-21 03:15:48,Germany,100,Unknown
Sanar,Sao Paulo,Healthcare,0.2,2022-06-10,"https://www.terra.com.br/noticias/tecnologia/inovacao/startup-de-medicina-sanar-demite-60-e-pega-funcionarios-de-surpresa,313ce3bfb0f7ebdf601130784b3e8f5fjpp13hkv.html",11.0,Unknown,2022-06-11 15:52:31,Brazil,60,Unknown
Freetrade,London,Finance,0.15,2022-06-10,https://www.altfi.com/article/9362_exclusive-freetrade-announces-job-cuts-of-up-to-15-of-staff,133.0,Unknown,2022-06-10 14:27:39,United Kingdom,45,Unknown
Albert,Los Angeles,Finance,0.08,2022-06-10,https://dot.la/albert-fintech-layoffs-2657493613.html50,175.0,Series C,2022-06-11 16:05:02,United States,20,Unknown
Keepe,Seattle,Real Estate,,2022-06-10,https://www.geekwire.com/2022/home-repair-service-keepe-lays-off-staff-as-economic-uncertainty-spooks-startups/,6.0,Unknown,2022-06-11 03:57:40,United States,,Unknown
Liongard,Houston,Infrastructure,,2022-06-10,https://www.crn.com/news/channel-programs/liongard-lays-off-employees-the-most-difficult-decision-,22.0,Series B,2022-06-11 04:05:54,United States,,Unknown
Ziroom,Beijing,Real Estate,0.2,2022-06-10,https://pandaily.com/ziroom-lays-off-20-of-hq-staff-property-count-falls-by-nearly-150k/,2100.0,Unknown,2022-06-11 03:55:08,China,,Unknown
OneTrust,Atlanta,Security,0.25,2022-06-09,https://www.onetrust.com/blog/onetrust-organizational-update/,926.0,Series C,2022-06-10 04:14:42,United States,950,Unknown
Stitch Fix,SF Bay Area,Retail,0.15,2022-06-09,https://www.cnbc.com/2022/06/09/stitch-fix-is-laying-off-15percent-of-its-salaried-employees-internal-memo-says.html,79.0,Post-IPO,2022-06-09 19:49:32,United States,330,Unknown
Daniel Wellington,Stockholm,Retail,0.15,2022-06-09,https://www.breakit.se/artikel/33347/stora-nedskarningar-pa-daniel-wellington-200-personer-sags-upp,,Unknown,2022-07-25 04:27:46,Sweden,200,Unknown
Convoy,Seattle,Logistics,0.07,2022-06-09,https://www.geekwire.com/2022/convoy-which-just-raised-260m-lays-off-7-of-workforce-in-latest-tech-startup-cuts/,1100.0,Series E,2022-06-10 04:13:41,United States,90,Unknown
Hologram,Chicago,Infrastructure,0.4,2022-06-09,LinkedIn,82.0,Series B,2022-06-09 15:24:49,United States,80,Unknown
Boozt,Malmo,Retail,0.05,2022-06-09,https://www.breakit.se/artikel/33353/sparpaket-pa-boozt-efter-vinstsmallen-sager-upp-personal,56.0,Post-IPO,2022-07-25 04:26:21,Sweden,70,Unknown
The Grommet,Boston,Retail,1.0,2022-06-09,https://www.bizjournals.com/boston/news/2022/06/09/the-grommet-layoffs-employees.html,5.0,Acquired,2022-06-10 18:59:24,United States,40,Unknown
Stashaway,Singapore,Finance,0.14,2022-06-09,https://www.techinasia.com/stashaway-lays-off-staff,61.0,Series D,2022-06-09 19:57:23,Singapore,31,Unknown
Preply,Boston,Education,0.05,2022-06-09,Internal memo,100.0,Series C,2022-06-10 04:21:55,United States,26,Unknown
Jellysmack,New York City,Media,0.08,2022-06-09,https://www.businessinsider.com/jellysmack-laid-off-employees-economic-slowdown-email-ceo-to-employees-2022-6,22.0,Series C,2022-06-10 04:26:49,United States,,Unknown
Starship,SF Bay Area,Transportation,0.11,2022-06-09,https://www.starship.xyz/press_releases/starship-technologies-announces-internal-changes/,197.0,Series B,2022-06-14 14:54:29,United States,,Unknown
Trade Republic,Berlin,Finance,,2022-06-09,https://financefwd.com/de/entlassungen-bei-trade-republic/,1200.0,Series C,2022-06-09 19:59:03,Germany,,Unknown
Sonder,SF Bay Area,Travel,0.21,2022-06-08,Internal memo,839.0,Post-IPO,2022-06-09 03:25:16,United States,250,Unknown
Kavak,Sao Paulo,Transportation,,2022-06-08,"https://www.terra.com.br/amp/noticias/tecnologia/inovacao/startup-kavak-demite-150-no-rio-e-em-sao-paulo,5cd47d831e523a86ead7e9b2cb92b9dcg9xp78y3.html",1600.0,Series E,2022-06-09 19:00:48,Brazil,150,Unknown
Truepill,SF Bay Area,Healthcare,0.15,2022-06-08,https://medium.com/truepill-insights/a-message-from-truepill-ceo-sid-viswanathan-9973660e2d8,255.0,Series D,2022-06-10 04:24:53,United States,150,Unknown
iPrice Group,Kuala Lumpur,Retail,0.2,2022-06-08,https://www.techinasia.com/malaysias-iprice-group-sacks-20-employees,26.0,Unknown,2022-06-30 03:04:06,Malaysia,50,Unknown
Memmo,Stockholm,Consumer,0.4,2022-06-08,https://www.breakit.se/artikel/33321/stort-sparpaket-pa-memmo-man-maste-se-annorlunda-ut,24.0,Unknown,2022-06-11 03:58:49,Sweden,,Unknown
Cazoo,London,Transportation,0.15,2022-06-07,https://news.sky.com/story/car-retailer-cazoo-to-cut-750-jobs-after-inflation-hit-12629350,2000.0,Post-IPO,2022-06-07 15:27:46,United Kingdom,750,Unknown
Cazoo,London,Transportation,0.15,2022-06-07,https://sifted.eu/articles/cazoo-layoffs-european-union/,2000.0,Post-IPO,2022-09-09 01:46:48,United Kingdom,750,Unknown
Rupeek,Bengaluru,Finance,0.15,2022-06-07,https://www.moneycontrol.com/news/business/startup/gold-loan-platform-rupeek-lays-off-over-180-of-its-employees-8653571.html,172.0,Unknown,2022-06-07 15:23:18,India,180,Unknown
Lummo,Jakarta,Marketing,,2022-06-07,https://www.moneycontrol.com/news/business/startup/jeff-bezos-sequoia-capital-backed-saas-startup-lummo-lays-off-50-60-employees-from-its-bengaluru-office-8663251.html,149.0,Series C,2022-06-10 04:31:45,Indonesia,150,Unknown
Bird,Los Angeles,Transportation,0.23,2022-06-07,Internal memo,783.0,Post-IPO,2022-06-07 16:49:14,United States,138,Unknown
ID.me,Washington D.C.,Security,,2022-06-07,https://www.businessinsider.com/idme-identity-verification-irs-unemployment-facial-recognition-staff-layoffs-economy-2022-6,275.0,Unknown,2022-06-08 02:24:03,United States,130,Unknown
KiwiCo,SF Bay Area,Retail,,2022-06-07,Internal memo,11.0,Unknown,2022-06-17 03:04:37,United States,40,Unknown
Bond,SF Bay Area,Finance,,2022-06-07,Internal memo,42.0,Series A,2022-06-10 04:29:00,United States,,Unknown
CyberCube,SF Bay Area,Finance,,2022-06-07,Internal memo,35.0,Series B,2022-06-19 17:14:49,United States,,Unknown
Propzy,Ho Chi Minh City,Real Estate,0.5,2022-06-07,https://www.techinasia.com/vietnamese-proptech-startup-propzy-restructure-laying-50-staff,33.0,Series A,2022-09-15 03:57:32,Vietnam,,Unknown
Clearco,Toronto,Finance,,2022-06-06,https://techcrunch.com/2022/08/30/clearco-cuts-international-staff-as-it-retracts-presence-announces-new-partner/,681.0,Series C,2022-08-30 22:47:26,Canada,60,Unknown
Dutchie,Bend,Other,0.07,2022-06-06,https://www.geekwire.com/2022/dutchie-lays-off-7-of-workforce-citing-dramatic-market-shift-in-latest-cannabis-tech-company-cuts/,603.0,Series D,2022-06-07 00:40:23,United States,50,Unknown
Clearco,Dublin,Finance,,2022-06-06,https://betakit.com/clearco-expands-to-germany-while-cutting-staff-in-ireland/,681.0,Series C,2022-08-05 19:25:03,Ireland,,Unknown
Deep Instinct,New York City,Security,0.1,2022-06-06,https://news.crunchbase.com/job-market/cybersecurity-tech-layoffs-deep-instinct/,259.0,Series D,2022-06-09 03:18:48,United States,,Unknown
Sendoso,SF Bay Area,Marketing,0.14,2022-06-06,https://www.businessinsider.com/layoffs-at-softbank-backed-gifting-startup-sendoso-2022-6,152.0,Series C,2022-06-06 20:57:26,United States,,Unknown
Eruditus,Mumbai,Education,,2022-06-04,https://inc42.com/buzz/softbank-backed-edtech-unicorn-eruditus-trims-workforce-lays-off-40-employees/,1200.0,Series E,2022-06-06 00:46:19,India,40,Unknown
Afterverse,Brasilia,Consumer,0.2,2022-06-03,https://neofeed.com.br/blog/home/o-jogo-virou-afterverse-empresa-de-games-da-movile-corta-ate-60-funcionarios/,,Unknown,2023-01-21 00:45:40,Brazil,60,Unknown
Superhuman,SF Bay Area,Consumer,0.22,2022-06-03,https://www.businessinsider.com/superhuman-email-startup-lays-off-22-percent-staff-2022-6,108.0,Series C,2022-06-03 21:55:38,United States,23,Unknown
Food52,New York City,Food,0.15,2022-06-03,https://www.adweek.com/media/food52-lays-off-15-of-its-staff-in-a-second-round-of-cuts/,176.0,Acquired,2022-06-07 00:46:50,United States,21,Unknown
5B Solar,Sydney,Energy,0.25,2022-06-03,https://www.news.com.au/finance/business/manufacturing/aussie-startup-5b-solar-sacks-25-per-cent-of-staff/news-story/55133297ccce5f1b7d1edf38f117a631,12.0,Series A,2022-06-03 17:58:46,Australia,,Unknown
Clubhouse,SF Bay Area,Consumer,,2022-06-03,https://www.bloomberg.com/news/articles/2022-06-03/audio-app-clubhouse-lays-off-staff-as-strategy-shifts#xj4y7vzkg,110.0,Series C,2022-06-04 02:38:08,United States,,Unknown
Tesla,Austin,Transportation,0.1,2022-06-03,https://www.cnbc.com/2022/06/03/heres-the-email-elon-musk-sent-all-tesla-employees-10percent-job-cuts.html,20200.0,Post-IPO,2022-11-10 00:54:47,United States,,Unknown
Carbon Health,SF Bay Area,Healthcare,0.08,2022-06-02,https://www.forbes.com/sites/katiejennings/2022/06/02/healthtech-unicorn-carbon-health-lays-off-250-employees/,522.0,Series D,2022-06-02 16:32:32,United States,250,Unknown
Favo,Sao Paulo,Food,,2022-06-02,https://exame.com/negocios/de-malas-prontas-startup-favo-deixa-o-brasil-e-demite-170-funcionarios/,31.0,Series A,2022-06-02 23:44:23,Brazil,170,Unknown
PolicyGenius,New York City,Finance,0.25,2022-06-02,https://techcrunch.com/2022/06/02/insurtech-policygenius-cuts-25-of-staff-less-than-3-months-after-raising-125m/,286.0,Series E,2022-06-02 19:58:37,United States,170,Unknown
Yojak,Gurugram,Construction,0.5,2022-06-02,https://inc42.com/buzz/info-edge-backed-yojak-lays-off-around-140-employees/,3.0,Seed,2022-06-05 21:38:19,India,140,Unknown
Envato,Melbourne,Marketing,,2022-06-02,https://www.smartcompany.com.au/technology/envato-redundancy-business-restructuring/,,Unknown,2022-06-02 20:30:21,Australia,100,Unknown
Gemini,New York City,Crypto,0.1,2022-06-02,https://www.bloomberg.com/news/articles/2022-06-02/winklevoss-twins-gemini-slashes-staff-10-on-crypto-slump,423.0,Unknown,2022-06-02 16:45:39,United States,100,Unknown
Stord,Atlanta,Logistics,0.08,2022-06-02,https://www.businessinsider.com/stord-layoffs-supply-chain-tech-startup-after-raising-120-million-2022-6,325.0,Series D,2022-06-03 17:55:16,United States,59,Unknown
Gather,SF Bay Area,Consumer,0.33,2022-06-02,https://www.forbes.com/sites/kenrickcai/2022/07/08/gather-town-layoffs-virtual-office-startup-june-2022/?sh=2ca5ac9d4748,76.0,Series B,2022-06-16 02:47:14,United States,30,Unknown
Shef,SF Bay Area,Food,,2022-06-02,Internal memo,28.0,Series A,2022-06-03 22:21:40,United States,29,Unknown
IRL,SF Bay Area,Consumer,0.25,2022-06-02,https://techcrunch.com/2022/06/02/irl-layoffs-abraham-shafi-social-media/,197.0,Series C,2022-06-02 20:29:40,United States,25,Unknown
Esme Learning,Boston,Education,,2022-06-02,https://esmelearning.com/blogs/news/esmes-new-horizon,37.0,Unknown,2022-06-02 23:48:24,United States,,Unknown
